sequence,label
BAAAAABAABAABABBABABBBBAABBABAABAABBAAAAAAABBBBAAB,B
BBABAAABBBBBBBAAABABBBBBBBAABAAABAAABAABBBBBAABABA,B
BBAAABBABABBAABBBBAABAAAAABBAAABABBBABBBABAABABABA,B
BBBABBAABBBBABAAABBAABBBBAABBAAAABABABAABAABBABAAB,B
AAAABAABAAAABABABBBBAABBABAABABBBAAABABBBBABBABBAA,A
BABBAABBBBAAAAAABBABAABBABABBBAAAABAAABABBBABAABAA,B
AABAABBBAAAABBAAABBBBABBABBBABABBABBAAABBAAAABBBAB,A
AABABBAAABBBBAAABAABABBBBABABBBBBBAABBBBAABBBBABBA,A
BABBBAABBBBBBAABAAAAAABBBAAAAAABAABBABABBAABBABBAA,B
AABBABBBAABAABBABABABABAABBABBAABAABBBAABAABBBABBB,A
ABAAABBBBABABABBABBBAABBABBABAABAAABBBBABBBBBAAAAB,A
AAABABBBBABBBBBAABBBBBBBAABABBBABAABBABBAAAABBABBB,A
BABBBAABAAAAABABAABAAAAABBBBBBBBBABBABABABBBBBBAAA,B
BAAABBBABABABAAAABAABBABABAAABBAABAAAABABABBBBBAAA,B
ABBBBBBABBBBAAAAABBAABAABBBBAABAAABBAABAAABAABBBBA,A
BAABABBBABBAAABAABAAABABBBBABBAABBABBAAAAABBBBAABA,B
BBABAAABBABAAABBBABAAABBBAAABABAABAABABBAABBAAABBB,B
BAAAABAAAAABBABBBAAAABABBABBAABAAABBBABABABABABBAA,B
ABBBBAABAAABABABAABABABBBBBBBBBBBABABAAABBBAAABABA,A
AABBAAAABABAAAABBABBABAABAABABABAABBAABBBABAABAAAB,A
BAABBABABBAAAABABAABBBBAABBAAABAABAAAAABBABAAAABBA,B
BBABABBBBAABBBABBABAABABABAAAAAABBAAAAAABBBABAABAA,B
BBABABABAABAAAABABABBBBABAABBABBABAAABBBAABABAABBB,B
ABABBBABBBBBBBAAAABABABBBBAABBAAABABBAAAAABAABBAAB,A
AAAABBBAABAAAAABABABAABBABBBABABAABBBBABBABAABABBB,A
BAAAAABABAAAAABBBAAAABABBABBBABBABBBAABBABABAABBBA,B
BABAABBAABAAABBAABBBABAAAABBABBBABBBABBABBBBBBABBB,B
BAABAABAABAAABBBAAABBBAABBBAABBABBBABBBBBAAAABBABB,B
BABABBAABAAABAABBABBABBBBBAAAAABBAAAABAAAABAABAABB,B
BBBAAAAAABAABBABAAAABAAAAAAAABBBAABBABABAABBAABAAA,B
AABABAABAABBBBABAAAAAAAABBBABBABBBBABAABBABABAABBA,A
ABAABBBBABBBABABBABBBBAAABBBBAAABABBBAABAAABABBAAA,A
ABAABBBAABAAABAAAABBBBBBBABBABBBAABBABBBBABAAABABA,A
BBABAAAAAABBBBBAABABBAABABBABBAABBABBABBABABAABAAA,B
AAAABBAAABBBBBBAAAAAAAAAAAAAAAAABAAABABAABBAAABAAB,A
BBABAABAABBAABBAAABBBBABAABAAAABBBBAAAAAABBBABBBBA,B
BAABAABAAAAABBABAABBAAABBBBBABAABBABBABBBABBABABAA,B
BABBABBBABBABAABABBAABABBBABBAAAABAAAABBBBABBABAAA,B
BAABABBBABAAAAAAABAAAAABBBAAAAABBAAABAABAAAABAAAAA,B
ABBBBABABBBABAAAABBAAAAABBBAABABABBBBABBABAAABBAAA,A
AABAAABABABAAABAABBBBABBBABBBBABABAABABABBBBBAAABA,A
BAABBABAABABBABBABABABBBABABAABBBBBABAAAAAABBBBBAA,B
ABABAAABBAAABAABBBAABABABBBBBAAABABAAAAABABAAAABAA,A
BABBBBBABBABABBABAAABBBBABBBAAABABBBAAAAABAABBAAAB,B
ABAAAAABBBBBBBAAAABAAAABBAAABBAAABAAAAABBBBAABABBB,A
AABABBBBAABAABAABBAAAAABAAAAABABBBBBABABABABBABBAA,A
ABBBABAABBBAABBBAABBBAABBAAAABBABBBAABBABABBABBBBB,A
ABABBABABAAAAABABBBABBABABBAABBABBABBBABAABBABAAAA,A
AABBAABBBAABBABBAAABBABAABBBAAAABBABAAAAAAABBAABBA,A
BAABBABBBABAAABBBAABAABABBBBBBABBABBABAABBBAABBABB,B
BABBBABBAAAAABABBABBBBABBBBBAABBABBAAABAAAABBBAAAA,B
BABBBABBBABBBABBBBABBABABAABBAAAAAAABABAABABBAABAA,B
ABBAAAAABAABBBABAAAAAABABBBBBAABABBAAAAABBBAABAAAA,A
BBAAABABBABABBABBAAAABBBAABABBABBBBAAAAABBBBBABABA,B
BBABBBAAAABABABABABAAABBABAAAAAAABABAABABBBBAABABA,B
BAAABBBBBABAABBBABABBBAABAAAAAABBABBBBAAAABBAABAAB,B
ABBAABBABABBBBBBABABBBBABABABABBBBABAAABAAABAABBAB,A
BBBABBBAABABBBBBBBAABAAAABBABBAABBBBAABBBBAABBBABB,B
BBAAABBAAAABAABBAABBABBAAABABBAAAABABBABBAAABABBBB,B
AAABAAABABAABAABBAAABBBAABABBAAAAAABABBAABAABAAAAB,A
AAAABABAAABABBBAAABBBBAABAAABBBBBABABBAABAABABABAA,A
BBAAAAAAABBAABBBBBBBBBBABBAABABBABBBAABBBBBAABBAAB,B
BAABBABBBBBBAABBBAABABABBABABABAAABAABBABABBBBABAB,B
AABBBBBBBAAABBAAAAABBBBAAAABBABBABABAAAAABBBAAABBB,A
ABABBAABBBABABAAAABBBBAABABBBBAABBABAAAABBBABABBAB,A
AABBBABBBABBBAABABBABAAAABBAAABBABAABBBBBAAABBBBBB,A
BBBBBABBAAAAAABAABABBAABBABBABBAABBABABAABBABAABAA,B
ABBBABBBBABBAABBABBBBABBAAAABBBBABAABBBAAABBBABABB,A
AAABABBABBAABBAABBAABBAABAAAABAABBBAABAABBAABABBAA,A
BAAABBAABAABBBBBAABABABAAABBAAABABBAAAAABBBBBBAABA,B
ABABBABAAAABBAAABAABABBBABABBABBBAABAAABBBAABABBAA,A
BBBBAAABABBAAABABBBBABBAAABBBBAAAABBBBBBABBBBBBBAB,B
AAAABAAAAAABABBBBAAABBBBBBBAAAAAABAABBBABAABBAABBA,A
BABAABBABABBBAAAABBBAABAABBABBBABBBABBBABABAABABBB,B
ABAAAABAABABBBBBABBBAAAAAABABABBAABAABBBABABAAABAA,A
AABBABABBABBAABBABBBBAAAAAAABAABAABBAAAABBBAAAAABA,A
AABAAAABABBBBABAAABAABAAAAABABAABAABAAAABBBAABABAA,A
ABBBABBABBBBABAAABBBAAAABABABBAAAAAABBBBAAAABAABBA,A
AABAAABAABBABABBBBBBABAAAABAAABABABBBBBBBBABBBABAA,A
BABAABBBBBBAABBBBBBBAAAABAABBBBABAABABBBBABAABBAAB,B
BABABBAABBBABABBABAABBBABBAAABBBBAAAABBABBBAABABBA,B
AABABBABABBABBBABAABBBABABBBBABBABBAABBBBBBBABBBAA,A
BABBABBBAAABAABAAABAAAABBAABABAABABABAABAABBAAABBB,B
ABBBABBBABBBBABBABBAAABBBBBABBBBAABABABBAAAAABABAB,A
BBBBABABAAAAABBBBABBBABABABBAABABAABBAAAABBBBABBAB,B
AAABBBBBAABABBBABBBBBBBABAAAAAABAABAABBBBAABABBAAA,A
ABBAAABBBBBBABAAAABBBBBBBAABABBAABBABAABAABAABBBAA,A
AAAAAAABABBBBBABBBBAAAABAAABABBBABBABBABBBBBBBAABB,A
BAAABBABBBAAABBBBBAAAABAAABAAAABAAAABAABABABAAABBA,B
AAAAAAABBBAABBBAAAABBABAABBBABAAABBBAAAABAABBBBBBB,A
BBBAAABAABBBBAABAAABABBBABAABBBABABBABABBABABBBAAB,B
ABABABAABABBBAABABABBBBAAAABABABBABBBABAABBBBABAAA,A
ABBBBAAAAAABABAABBAABABABABBBBAAAAABBABBABBBABABAA,A
BABBBAAABABBBAAAAABBAABBBABABAABAAAAAABBBAAAAABBAB,B
BBBBABBABABABAABABBBAABABABABABBBBBAAAAABABBAABBBA,B
BBABBABABABBBBABABABABABBAABBBBBAABAABBBBBBBBAABBB,B
BBAABBABAABBABABAAAAAABABABABBAAABABBBABBABABBBBAA,B
ABBBABABABABBBAABBAAAABABBAABAABABBABBAABBBABAAAAA,A
AAABAAABBBABAABABBBBAAAABBBBBAABBBBAAABBBBAABABBBB,A
BAAABABBAABAAAAABABAABAAABBBBABBBAAABABBBBAABBBBAB,B
AABAAABBAAAABBABAABAABBAAABBBBABABAABABAABABAABBBB,A
AAAAABBBABAAAAAAABBABABBBABBABABBABBAAABAAAABBBABA,A
ABBABBBABBAABBBABBABBBBABBBBAAAAABBABABABABBBAABAA,A
ABABBABBAAAAABAABBBBABABBBAABBBBAABABBAAABABBAAABA,A
BAABABBABBABBBBABABBBBBABBAABBBAAAABAABABAABBBBAAA,B
AABBBAAABAABBABBBBAABABABBABBABBBABBAAABAAABBBBBAA,A
BAAAAAAABAAABAABBAAABABAABABAAAABBAABBAABABABABBAA,B
ABABABBABBABABAABABBBABBAAAAABABBBABBABBAABBABBBAA,A
BAABBBAAABBBABBAAABBABABBBBBABAABBABAABBAABBBBBBBB,B
BABAAABAAABBBBAAAAABBBBBABBAAABBABBABABBAABBABBAAA,B
AAABAAABBAABAAABABBBBBABBBAABABBAABBABBABAAAABBBAB,A
BBABABBBAABAABABABAAABBBBBABABBBAAAAABBBABBBABAABB,B
AABABBABBBBABAAABBBBBAABABBBBBBAAAAABBBBAAABABBAAB,A
ABAABAAABBABBABAAAAABBABBABBAABBBABBBABAAAABAAABBB,A
BBBBABBBAABBAABBAAABABABBAABBABABBBABBBAAABBBABAAB,B
AABABBAAABBABABABABBAABBBAABBBABBBABABBABBABABBBAA,A
BABABAAAABABAAAABABBBABAABABBBAABBABBABAABAAABAAAA,B
BBAABAAAABBBAAABABBBBBAAABAABBBABABBBBBAAAABBBBABA,B
AABBBBBBBBBAABAABBBAAAABBBBABAAABABBBAAABAABABBAAA,A
ABBAABABBBBAAABBABBBBABBAABABBBBAABABAABAABAABABBA,A
AABBBAABAABBAAAABBAAABABBAABBBAAABBBBBABAABABBABBB,A
AABBBABBBAABBBBBBAAABAAAABBABBBBABAABABBABBBABBAAA,A
BABABBBBABBBABABBABBBBABBBAABABABBBAABBBABAAABABAA,B
BABABABBBBABBBBABABBABABBBBABBABABBABBAABABBAAABBB,B
BABBBBABAABABBABAAABAABBABBBBBBAAABAAABAABBABBBBAB,B
ABAABBAAAAAABAABBABABBABBBBBAAABABBABBBABBBAABAAAA,A
BBBABBAABABBBBABAABBBBBBBBABBABAAABAABABBABBABAABB,B
ABBABAABAAABABABBABABABAAAAAAABABBAABBBAABABAABAAA,A
ABABABBAABABBABAAABABBABBBAABBAABAABABAABBBBABBAAA,A
ABBAABBABBBAAABBBABBBAAAABBAAAABAAAAAAABBBABBABAAA,A
AAAAAABBBAABAABABBBBBBABBBABAABABBBAABAAAABBBABAAB,A
ABAAABBAAAAABAAAAABABBBBAAABBBAAAAAABAAAAAAABBAAAA,A
BBBABBBAAAAABABABBBABBBAAABAAAAAAAABBBAABBBABBBAAB,B
AABBBBBAABABAAABAAABAAAABABAABBAAAABBBABAABABAABAA,A
BABBBAAAAAABBBBBABABBBAAABAAAABABBBBABBBBABBABAABA,B
BBBBAAAABABBABAABAABABBAAAAAABBBABAAABBBAABBABBABB,B
BABAABBBABBBABABBABBBBABBABBBABAAAABBABBBABBAAAABA,B
ABAABAABBBAABABBBBAABBAABBBABAABBABBAAABAAABBAABAB,A
BAAABAAABBAABABAAAABABBABABBAABBBBAABABBABABAAABAA,B
AABAAAAABAAABBAAAABAAABAABBBBAABBAABBBAABBBAAABBBA,A
AABBAABABAAAABAAABBBBBBAAAAABAABBBBBBABBABABBBBBAB,A
ABABABBBABBAAABABBBBBBBABABABBAABABABABBBBAABAABBA,A
BBBBBABBBBBAAAABBABABBBBBBBBBBBAABBABBAABBAABBBBBA,B
AABBAAABBBABBBAABBBBBABABBBBABABBBAAAAAAABBBAAAABB,A
ABBAAABBAAABAAAAABAAABAAABABAABABAAAAABBBBBAAAAABA,A
BAABAABAAABAABBAAABBBAAABABABBBBBABBABBBBABBAABAAA,B
AABAAABABAABBABAAAABABAAABAABBAABAABAABBBABBABBBBA,A
AABBABAAABABBBBBBABBAAABABBBABBABAAAABAABBABABBAAA,A
BBBBABABBBBAABAABABBBAABABBABAABBBBBBBABABAABABABB,B
AAABBAABBAABBABBBBBABAAABAABBBABAABAAABABBBBABBBBA,A
BABABABAAABBBBABBBBAABAAAABAAAAABABBABAAABABBBABAB,B
AAABBAABBAAAAAABAABAAABBBBBABAABBBABBBAABABBABBABB,A
ABABBAAABBAABBABBABAABAAABBBBAABBAABABBAABAAAABAAA,A
BBBAABBBBBBABBBBAAABABBBABABBAAAAAAABAAAAAAAABBAAA,B
ABAABAABAAAABABABAAABAABBBBABAAABABBABABBBBBBBABBB,A
BBBBAABBBBABABAABAAAABBBBBBBAAAAABBBABBABABBBABABB,B
ABABABAABABABBAABBBBAABAABABBABABBABBBBABBBAABBBBB,A
BABABABAAABBABBBABBABBBAAAABAABBBBBBABABABBBBAAAAA,B
AABBABBBBABBBABBABABABBBBBAABBABABAABBBABBBBBBBBBB,A
AABAABBABBABBAAABAABAABAABBAABBBBBBABABBBBBABABBAA,A
BBABBABABABAABABABAAAABBABAABABBAAAAABAAABBBAAAAAB,B
ABAAAABBAAABABABBAABABBBBBBBBABABBBAABBAAAABAAAABB,A
AABBBBBBBBBBAAABBBAAABBABBAAAAAAAABABABABBAAABBBBB,A
BBABABBABAABBABBAAABABABBAABBBBBABABBBABBBBABBBBBA,B
ABBABBBBBBABABABBAAAAAAABABBAABAAAAABBABABAAAABBAB,A
ABBAAAABABBBAAAABBABAABBBBBABBBBAABBBBAAAABABAABBA,A
ABBAAAAAABBAABABABABAABAAAAABABAABABABBBBABBABBBAA,A
ABBBAABBBBBAAABAAAAABABAAAABABAAABABABAABAABBAAAAA,A
AAAAABBABBAAABABBABABABBABBBABBBAABABBABBAABBBBAAA,A
ABABBAAABBAABBBBAABBBBBABABBBBABBBAAAAABABBBABBABB,A
BBAABBBBBBABBAAAAABAAABBBABBABAAAAABABBBBAAABAAABA,B
AAABABAABBABABBAAAAABBABBAAABAABABBBBBBBBAAAABAAAB,A
BAABAAABAABBBBAAABBABABBBBAAAAABABABBAAAABAABAAABA,B
AAAABBBAAABAABABAAABBAABABBBBBABBABBABBABBBABBABAB,A
AABBBBABABBAABBAAABBAAABABBBBBABBBBBABAAAABABABAAB,A
AAABABAABBBBBAAABAAAAABABBABABABAAAABAABBBAABABAAA,A
BBBAABABAABABBBAAABBABBBBAAAAABABBABBBAABABABBBAAA,B
AAABAABBAAABBBAABAABAABBBABBBBAABABBABABABAAABABAA,A
BAAAAABAAABABBAABABBABAAABAABBBBAABBABBAAABBAAABBB,B
ABABBBAABAABAABBAAABAAAAABBBABABBABBAAABAABBBBBBAA,A
BAABBAAABBABBBAAABAABAABABAABAABBAABBABBBBABBBAAAB,B
BAAABAAAAAABAABABAAAABBBBAAAABABBBBABAABABBAAAAAAA,B
BABBAAAABBBBABBBBAAAABBABBABBBAAABBAABBABAAAAAAAAA,B
BABABBBBBBBABBBBABAABBAABBBBAABABBBAABBAAABABBBBAB,B
ABAAAAABAABAAAAABBBBABBAABAABAABBBABABBBBAABAAAABB,A
BBABABBBBAAABBBBABBBBAABAAAABBBABABAAAAAAAAABABABB,B
BBABBABBAABABABAABBBAABBBABAABAAABBBAABAAABAABAAAA,B
ABBBBBBBABAAAAAAAAABAAAAAABBBABAAABABABAABABABABBA,A
ABBBBBBBBBBAAAABAAABBBAABAAABAABBABBAAAAABBABAABAB,A
AABBABBAABBBBAABABBBBABABBBBBBABAABAAABBABABBAABAA,A
AAABABBBBAABAAABABBAAAAAAABBAAAABBBBABBBAABBBAABAA,A
AABBBAAAABBBABAABAAABBAABAAAAAAAAABAABBBAABBABABAA,A
BBBBABABBBAABABABAABBBAABABABBBAABBBBBABAABAABBBAB,B
ABBBAAABAAABABBAAAAABABBBAABAAABBABABBBAABABABAAAB,A
ABAABAAAABBAAAABAABBABBBBABBAAAABBAAAAAABAAAAAABAA,A
AAABBAAAABBBBBBBABBBABABAAAAAAAABABABBBBBBABBAAABB,A
AABAABBBAAABBAABAAAAAABBABAAABAABBBBBBAABABBBAAABB,A
ABABBBBBBAABAAAAABBAAAABBBBAABBABBBAAAABABABAABAAB,A
BABBABBABABBABBAAABBAABBAABBABAAAABBBBBAAAAABAAAAA,B
BBBBBBABBABBABABBABBBAABABAABBBABABBABAAABAABBBABB,B
AABBABABABABBAABBABAABBBBBBABAABAAAABABAAABAABBABA,A
AAABBAABBABAAABAABABBBBBBBABAABAABBBABABABBBAABBAB,A
ABAAAABAABAAAABBBABBBBABBABABBBABABBBABABBBBBBBAAA,A
BABABABBABABAABBAAAABBABBAABABABAAAAABAAAABAABABAA,B
ABAABBBBBBBABABBBAABBBBBABBAAABBABABAAABBABAABBBAB,A
BAABBAAABABABAABAAAABBBABAABABABAAABBBBAABBBBAABAB,B
AABAAAABBBBAAABABAABBBAABABABBABABBAABAABABBABABAB,A
BBBBAABABBAAAAABABAABAAAABBBABBABABBABAABBABBBABAB,B
BABBBBABBBBBABBABBBBAAABABBABBBAAABBABABAAABBBBBBA,B
AAAABAABBBAAABAAABBBABABAAAAABAAAABBBBABBAAAABABAB,A
BABBBBAABBBAABABABBBBABABBBAAABBBABABBABAABBABBABB,B
BABABABAABBBABBBAAAABBABBBBAABABABBBBABABAAABABABB,B
ABBAAAABBABBBAAABABBBABBABBAABAABBBAABABBBBABBBBAB,A
ABAABBABBAABABABABBABAAAABBBABAAABABAAABBABAABBBBB,A
BBABABBBBBBBBBABABABBBAABAAAAAAAABAABAABBBBBBBABAA,B
AABBABAAABBABAABBAABABBABABAAAAAAAABABABAABAAAABAB,A
BBAAAAABBABAABABABBBAABABABABABBAABBBAABAAABAAABBA,B
ABAABBABAAABBABABBAABBABAABAAAABABBBBBBABAABBABBAB,A
ABBAABABABBBABAABABBBAAABAABBBABABAABBBBBBBAABAABB,A
AABBAABBABABBAABAAABBBBBBBBBBABBABBABBBBABABABBAAB,A
ABBBBABAABBAAABBAAABAAAABBBAABBABBABABAAAAAABBAAAB,A
ABAAABBBABBAAABBABABABBABBBBBAAAABBABABAAABBBBABBA,A
BBBABBBAAAAAABBBBABAAAABBABAAABAABBABBBBABABBBBABA,B
ABBABABBBBAAABBAAABBABBBBAABAAAAABBABBAAABBABBAABB,A
ABABBBBBABAABAABBBBBAABABBABBABAABAABAABBABBBAAABA,A
BBBAAABBABBBABBAAAABBABBBBABABBABBAABAAAAAABABBABA,B
BBBABBBAAAAAABABAABBBBBBAAABABBABBABABAAAABBAAABBA,B
ABBBBBBBABBBABBBBBABAABABAAABAAAABBABBBABBBBABBAAB,A
AABBAAABBBAAAABAAAAABAABABABBABBBAABABBBBBBAAABAAB,A
ABBBABAABAABBBBAABABABABBBBABAABABABABAAABABBBABBA,A
BBABBBBBABABAAAABBBAABBBBABBBAABBAAAABBABBABBABABB,B
AABAABABAAAAAABBBABAABABAAABBBBAAABABBBAAABBABAABB,A
BABABBBABBBBBABBBABABBBABAAAABAAABBBAABABBBABBBAAB,B
ABBAAAAABBABAABAAAAABAABBBAAAAAAAABBABAAABBABBAAAA,A
ABABAABBAAABBAAABABBBAAABAABBBAABABABBBBBAAAAABBAB,A
ABBBAAABAAABAAAAAABBABBAAAAAAAABABABBAAAABBBBBBBAB,A
AAAAABAABAABABBABBBABABABBABBBBAAAAAABBABAABBBBBAA,A
BBAABBAABBBAABBBABAABAABBBAAABAAABBBAABBABBAAABABB,B
ABBBAABBAABBAAAAAABBBBBABAAABABABAAABBABBBBABBBABA,A
ABAAABBBBAAABAABBBBABBAABAABBABAABABBBBBBBAABBABBB,A
ABABAAABBBAABBBBBBBBAABBBBBABBAABABBABBBAABBABBAAA,A
BBBBBAABBBBBBAABABBAABBBAABBBBBAABAAABBBBABBABABBB,B
BBABBBABBABAABAAABBAAABBBABBABABAABAABBBBBBABBAAAA,B
ABAAABBBAAAAABAAABABBABBBABAABBABAAAABABABABABBABB,A
AABABBABAABBABAAAAABABABBBBBAABBBABAABAABABBBAAAAA,A
BABBBABBBAABBAAABAABBBAAAABAAAAAAABABBAABABBABBABA,B
AAABBAAABABBBAABBABBABABBABBAABAAAAABABABBBBAABAAB,A
BABBBAABABBBBAAAABBAAABBABABABBAAABAABBAABBABAAABA,B
AABBBAAAAABAABBAAABBBAAABBAABBABAABABBABAAABBBAABA,A
BAAAABAABBBAAAAABABBABBBBABBBBABBBBAABBBBBBBBABAAA,B
BABBBBBAABBBABABBBBBABBABAABABABBBABBBBAABBBBAAAAB,B
BABBAAAAABAABAABBABBABAAAAABBAAABBBBBBBBBBAAAABBBA,B
BAABABABBBBAABBABBBAABAAABABBABABABAAAAAAAAABBABBA,B
ABABABBBBBBBABAAABABBAAABBBBABBBBBAABBBBAABABABBAB,A
AABAABBAAAAAABABBABBBABBABBBABABBBBAABABAABBABABAB,A
ABAABAABAAAABBAABABBBBBABAAAAABBBBBAAAABBBABBBBBAA,A
ABBABBAABABABAAAABABBABBAAABBBABBABABBAAAAAAABAABA,A
BAAAABAABABBAAABABBABABAABBAAABABABBBBBBABABAABAAA,B
AAABBABBBABBBAAAAAABAABAAABBABBAABBBAAABBBBABBBBBA,A
BABBAAAAABABBAAAABAABABABABBBABBABABBAABBAABBABAAA,B
BAAAAABBAABBAABAABABAABAAAAAAABBBAAABBBAAABBAABABB,B
BBBBBBBBAAAAAAABBBBAABBAABBAABAABBBBBABAABBBAABBBA,B
BABAABBBAAAABAAABBABBBBBABBBAAABAAABBAAAABAAABABAB,B
BAABABAABABAAABBBBABBAAABAAAABBAAABABBABBBAABBBABA,B
ABBBBABAAAABBBAAAAAAAAAAAABAABBAABBABABABABAABBBAA,A
BBABBAABBAAABBBAABAAABAABBBAAAAABAAABBAAABABBBBBBB,B
BABBBABAABBABAAABBBABBBABAAAAABABBBBABBABBBABBAABA,B
ABAAABABBBBAABBABBBAAABAAABBBABBAABABAABAABABBBAAB,A
AABABBBBBBBAAAAAAABBAAABAABBAABAABBAABAAABBABABBBB,A
AAAABBAAAAAAABBABBBBBABABAAAAABBBBBBBAAAABBBBAAAAA,A
BAABAAAAAABABABAABAAABBBBBBAAAAABBABBAAAAABBBAAABB,B
BAABAAABAAAAAAABBBAAABAAABABAABBBAABBBBBAAAAAAAABB,B
ABBBBBBABBABBBBAAAAAABAABBABBBABBAABBABBAABBBBBBAA,A
AAAABBBBABABBABBBABABAAAAAABBBABABABBBBABABABABABB,A
BBABABABBAABAABABBBBBAAABABBABBBABABAABBABAABABBBA,B
ABAABBBBAABABBABBBABBABABBABAAABBABBBBBBAABBABBABA,A
BAABAAABAAAAAAABAAABBABAAABAAAABABABBBBABBBABBBABA,B
ABAABABAAAAABBBBBABAABBBBBBAABBAABABABBAABABABAABA,A
BBBBAABABBBAAAABABAAABBABBAABABAABABABAABBAABABBBA,B
AAABAABAAABAABAAAABBBABABBAABBAAABBBAABAABABAAAABB,A
BAABAABAABBABABAAABBBBBAABABBAAABBBBBABBAABBABBAAB,B
AABBAABABAAABBBAAAAAAAAAAABAAAABBBABBAABBBABBABBBB,A
BAAAABBBABAAAABAABBBBABBAAABBABBBAABBAABABABABBABA,B
ABBABBBBABAAAAAABBBAAABABAAABBBBBBBBAAABBAABABBBBB,A
AABAABBABBBBAABBAAABBBABAAAAABBABABABBBBAAAAAABBAA,A
ABBBAAAABAABBBBABABBAABAABABABBABBAABBABAAABBBBBBA,A
BBAABAABAABAAABABBAAABBBAAAAAABABABABBABBBABAABBAB,B
AABABABABAABAABBABBBAAABABBBABAAABBBABBABAABBBBBAB,A
BAAAAABBBABAAABAABBBBABABAABAAABBBBBBABBAABBAAABAB,B
BBABABBAAABABBBABAAABABBBAAABBBBBABBABBAABBBAAABBB,B
ABBBBABBBBBAABAABAABBBABABABBBAABAAABAABABBBBAAAAA,A
BAAABAABBBBBABBBAAABAABABBBAAABABABABABAABAAABBAAB,B
ABBBAABBBABAAABAABBAAAAAAAAAABAAABBBBABABBBAABABAA,A
BBAAAAAAAAAABAABBBBABABBAABABABBABABAABABAAAAAAAAB,B
BBAABBBAAABBBBBBBBBBBAABABBBBBAAABAAAABBBAABBABBAB,B
BABBBBAABAAAAAABAAAABBABABABBBBABAAABAAAAABABBBBAA,B
BABABAABABBBBBBBAAABBBBBABBBABBAAABBBBBABBBAAAAABB,B
BAAAABAAAABBABBBBAABAABBABBAABBAAABBABAAAABAABAABB,B
ABAABBBAABBAAABBAABAABABAAABABBBABBAABBAABBBBABAAA,A
BBABBAAAAAAABAABBAABABBBABBBAAAAABBBAABBABBABAAABA,B
BBAAAABAAAABAAABBAABABBABABAABBBAABBABABABBAABABBB,B
BABBAABBABBBBAAAABBABAABAAAABAABBAAAAABBABAAABABAA,B
ABBABABBBBBABABBBBABABBAABBBABBBBABAAABAAABABAAABB,A
BBBABABBBBABBBBABBAABABAABAAAABBABBAAABABBABAAABBA,B
AABAAABBAABAAAAAAAABAAABBBBAABBAABABABAAABABBBBBBA,A
BBAABBBBABBAABAABABBABAABABBBBABAABBABBAAABBBBBABA,B
ABBABAABABBAAAAABBBABABBABBBBBAABAAABABBBABABBAAAA,A
BBBBBAABBABBBABBBABAABBABABAABBABBAABABAABAABBAABA,B
BBBBAABAAAABAAAAABBABBABABBBAAAABBAABAABABABAABBAA,B
AAAAABBBABBAABABAAABABABBBABBBAAABBBABBABAABBABABB,A
BABBAAABAABABABABAAABAABBBBBABABAABBBBABBBBBAAAAAB,B
BABAAAABBABBBABABBAABBBAABBBBABABAAAAAABBBBBBABABA,B
AAAABABAABBBABAAAAAABAABBBAABBABABABABABBBBBABABBA,A
AAAABABBBAABAAAABBABBBBBAABBBABABAABBABBABBBAAAAAA,A
ABABBABABBABBBBABBAABBAABBBAABBABBABBBBBBBBAABAAAA,A
ABABBAAAAAAAAABABABBABBAABAAAABABAAABBAABAABAABABA,A
BBBABBBABBAABBBBAAABBAAAABABAABAABAAABBAABABABAABB,B
ABBBBBBABBBABBABABAABAABBBABAAABABBAABBBABBBBABBAA,A
AABBBAAAABBBBBAABBBBBAABABBAAABAABBAAAAAABBBAAABAB,A
AABBAABAABBBBBBBBAAABAABAABBABBABABBAABAAAAAABABBB,A
BBABBABBABABBBBBBAABBAABABAAABAABBAABAAABABAABBBBB,B
BAAABBBABAABBABBABABBBBAAAABBBAAABBAABAABBAAAAAAAB,B
AAAAABBBAAABABBBAABABAAABAAAAAABBABAAABAAAABBABBBB,A
BABBABBAABBABABBBBBAABBBABBAABAABAAAAABAABBBBABBAA,B
BBABBAABBBBBABBAABABABBABAAAAAABBABAABBBBABAAABBBA,B
BABBABBAABBBBABBAAABABABBABABAABAABABBAAAAABAAABBA,B
ABAABAAABBABABAAAABBBBBABBAABABABABAAAAABBBBAABBBA,A
BABBAABBBABABABAABBAABBBBAAAAAAAAABAAABBAAABBAABAA,B
BAAABAABABBBAAABBBAAAABBBBAABAABBBAABAABAABBBAAAAB,B
BABBBBAABAABABAAABBABABBBAABBABBBBBAABABABAAABBABB,B
ABAAAAABBABBBAAABABAAABABABBBABABBBAABBAABBABBAAAA,A
BABBBABAAABBBABBBBBBBAAABABBAAAABBAABABBBAAAAAABAB,B
AABBBBBABBAABBBABAAAAAAAABBBBBBBABBAAAAABBAABABBAB,A
AABABAABBBABAABBAAABAAAAABBABBABBBABBBBBBBBAABBBAA,A
BABBABBBABBAABBABAAABABABAABABBBAABABBABBBBBAAAAAB,B
ABABBAAABAABBBBBBBBABABAAAAAAABAABBBABBABAAABAAABA,A
AABABABBBAAABAAABBAABBBABABBBABABABBBBBBBABBBABBBA,A
AABBBBBBABABAABABBBABABBBBAABBBBBAAAAAAAAAAAAABAAB,A
ABAAABBBABBAAABABABABAAAAABAAABABAAABAABBABAAAABBB,A
